id	crop_file	xmin	ymin	xmax	ymax	text	prob	source_image
21	word_021.jpg	302	264	420	365	syn	0.923884	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
22	word_022.jpg	495	253	645	356	twój	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
23	word_023.jpg	676	254	836	349	Erazm	0.153509	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
24	word_024.jpg	862	282	994	363	przy	0.723652	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
25	word_025.jpg	1019	275	1177	352	twem	0.152572	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
26	word_026.jpg	1202	286	1334	334	sercu	0.273893	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
27	word_027.jpg	1326	268	1486	370	staje	0.051036	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
28	word_028.jpg	147	357	262	434	nie	0.230122	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
29	word_029.jpg	279	359	345	458	by	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
30	word_030.jpg	368	374	464	434	na	0.184922	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
31	word_031.jpg	501	374	637	432	nowo	0.088536	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
32	word_032.jpg	664	359	897	435	otwierać	0.136112	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
33	word_033.jpg	904	357	989	433	łez	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
34	word_034.jpg	1013	349	1171	438	zdroje	0.162311	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
35	word_035.jpg	314	450	412	540	Bo	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
36	word_036.jpg	442	458	536	537	nie	0.426809	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
37	word_037.jpg	563	445	741	547	oschły	0.070689	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
38	word_038.jpg	755	467	952	566	jeszcze	0.209706	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
39	word_039.jpg	972	449	1119	553	twoje	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
40	word_040.jpg	152	539	265	639	Nie	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
41	word_041.jpg	302	551	389	658	by	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
42	word_042.jpg	427	564	775	656	przypomnieć	0.140918	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
43	word_043.jpg	791	562	1046	656	przeszłość	0.099981	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
44	word_044.jpg	1071	557	1188	653	swej	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
45	word_045.jpg	1198	554	1424	650	postaci	0.171245	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
46	word_046.jpg	141	644	252	725	Bo	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
47	word_047.jpg	280	667	410	729	serce	0.153521	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
48	word_048.jpg	435	652	622	729	matki	0.802858	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
49	word_049.jpg	650	663	875	750	pamięci	0.175645	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
50	word_050.jpg	897	661	993	730	nie	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
51	word_051.jpg	1017	654	1150	729	traci	0.148269	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
52	word_052.jpg	280	756	398	830	ale	0.255080	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
53	word_053.jpg	415	768	480	827	że	0.689202	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
54	word_054.jpg	499	752	724	825	skarbem	0.083549	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
55	word_055.jpg	753	747	1030	835	odwiecznej	0.106069	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
56	word_056.jpg	1055	749	1262	831	dobroci	0.267840	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Fredro\Fredro2.jpg
